         6x5                      (6x5.dat)                                    09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       129.7        0.99      0.7129      0.0175      0.0244       0.186       0.509       0.383                                                                          
       134.5        1.03      0.5474      0.0088      0.0165       0.126       0.344       0.192                                                                          
       139.3        1.07      0.0018      0.0000      0.0084       0.064       0.176       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      24000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1128      0.0886       0.766       2.011       2.681                                                                          
         5.0        0.04      0.0665      0.1153      0.0637       0.551       1.447       2.742                                                                          
        10.0        0.07      0.1297      0.1154      0.0654       0.566       1.485       2.744                                                                          
        15.0        0.11      0.1894      0.1155      0.0672       0.581       1.527       2.747                                                                          
        20.0        0.15      0.2457      0.1157      0.0692       0.598       1.571       2.750                                                                          
        25.1        0.18      0.2986      0.1158      0.0713       0.616       1.618       2.753                                                                          
        30.1        0.22      0.3483      0.1159      0.0734       0.634       1.666       2.756                                                                          
        35.1        0.26      0.3951      0.1159      0.0755       0.653       1.714       2.757                                                                          
        40.1        0.29      0.4394      0.1160      0.0776       0.671       1.762       2.757                                                                          
        45.1        0.33      0.4811      0.1159      0.0797       0.689       1.810       2.756                                                                          
        50.1        0.37      0.5206      0.1157      0.0817       0.706       1.855       2.752                                                                          
        55.1        0.40      0.5583      0.1153      0.0835       0.722       1.896       2.741                                                                          
        60.1        0.44      0.5940      0.1143      0.0848       0.734       1.927       2.717                                                                          
        65.1        0.48      0.6278      0.1125      0.0856       0.740       1.943       2.674                                                                          
        70.2        0.51      0.6601      0.1097      0.0855       0.740       1.942       2.609                                                                          
        75.2        0.55      0.6908      0.1059      0.0845       0.731       1.919       2.519                                                                          
        80.2        0.59      0.7203      0.1010      0.0825       0.713       1.872       2.402                                                                          
        85.2        0.62      0.7472      0.0948      0.0793       0.685       1.800       2.254                                                                          
        90.2        0.66      0.7687      0.0879      0.0756       0.654       1.718       2.090                                                                          
        95.2        0.70      0.7867      0.0808      0.0717       0.620       1.629       1.922                                                                          
       100.2        0.74      0.8024      0.0735      0.0674       0.582       1.529       1.749                                                                          
       105.2        0.77      0.8155      0.0661      0.0625       0.541       1.420       1.571                                                                          
       110.3        0.81      0.8241      0.0584      0.0573       0.496       1.302       1.390                                                                          
       115.3        0.85      0.8277      0.0506      0.0517       0.447       1.174       1.204                                                                          
       120.3        0.88      0.8257      0.0426      0.0455       0.394       1.034       1.014                                                                          
       125.3        0.92      0.8140      0.0345      0.0389       0.337       0.884       0.821                                                                          
       130.3        0.96      0.7851      0.0262      0.0319       0.276       0.724       0.623                                                                          
       135.3        0.99      0.7187      0.0177      0.0244       0.211       0.554       0.420                                                                          
       140.3        1.03      0.5557      0.0089      0.0165       0.143       0.375       0.212                                                                          
       145.3        1.07      0.0011      0.0000      0.0083       0.072       0.189       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      25000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1115      0.1024       1.000       2.522       2.878                                                                          
         5.2        0.04      0.0555      0.1142      0.0756       0.739       1.863       2.945                                                                          
        10.4        0.07      0.1097      0.1142      0.0765       0.748       1.886       2.948                                                                          
        15.7        0.11      0.1626      0.1144      0.0776       0.758       1.912       2.951                                                                          
        20.9        0.15      0.2140      0.1145      0.0787       0.769       1.939       2.955                                                                          
        26.1        0.18      0.2639      0.1147      0.0799       0.781       1.969       2.960                                                                          
        31.3        0.22      0.3120      0.1149      0.0812       0.794       2.001       2.965                                                                          
        36.6        0.26      0.3589      0.1150      0.0825       0.806       2.033       2.968                                                                          
        41.8        0.29      0.4042      0.1152      0.0838       0.819       2.065       2.972                                                                          
        47.0        0.33      0.4485      0.1153      0.0850       0.831       2.095       2.974                                                                          
        52.2        0.37      0.4915      0.1153      0.0862       0.843       2.124       2.974                                                                          
        57.4        0.40      0.5329      0.1150      0.0873       0.853       2.151       2.968                                                                          
        62.7        0.44      0.5728      0.1143      0.0880       0.860       2.169       2.949                                                                          
        67.9        0.48      0.6108      0.1127      0.0882       0.862       2.174       2.909                                                                          
        73.1        0.51      0.6472      0.1102      0.0877       0.857       2.160       2.844                                                                          
        78.3        0.55      0.6821      0.1066      0.0862       0.842       2.123       2.750                                                                          
        83.6        0.59      0.7158      0.1018      0.0836       0.818       2.061       2.626                                                                          
        88.8        0.63      0.7459      0.0956      0.0801       0.783       1.975       2.468                                                                          
        94.0        0.66      0.7686      0.0887      0.0764       0.747       1.882       2.289                                                                          
        99.2        0.70      0.7870      0.0815      0.0724       0.707       1.783       2.104                                                                          
       104.4        0.74      0.8033      0.0742      0.0679       0.664       1.674       1.915                                                                          
       109.7        0.77      0.8169      0.0667      0.0630       0.616       1.553       1.721                                                                          
       114.9        0.81      0.8260      0.0590      0.0578       0.565       1.423       1.522                                                                          
       120.1        0.85      0.8302      0.0511      0.0521       0.509       1.283       1.319                                                                          
       125.3        0.88      0.8289      0.0431      0.0459       0.448       1.130       1.112                                                                          
       130.6        0.92      0.8181      0.0349      0.0392       0.383       0.965       0.900                                                                          
       135.8        0.96      0.7899      0.0265      0.0320       0.313       0.789       0.683                                                                          
       141.0        0.99      0.7253      0.0179      0.0245       0.239       0.603       0.461                                                                          
       146.2        1.03      0.5640      0.0090      0.0165       0.161       0.406       0.233                                                                          
       151.4        1.07     -0.0007      0.0000      0.0082       0.080       0.202       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      26000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1102      0.1179       1.297       3.143       3.076                                                                          
         5.4        0.04      0.0468      0.1129      0.0887       0.975       2.364       3.152                                                                          
        10.9        0.07      0.0936      0.1130      0.0887       0.976       2.365       3.154                                                                          
        16.3        0.11      0.1404      0.1132      0.0889       0.977       2.369       3.158                                                                          
        21.7        0.15      0.1872      0.1133      0.0891       0.979       2.373       3.163                                                                          
        27.2        0.18      0.2337      0.1136      0.0893       0.982       2.381       3.170                                                                          
        32.6        0.22      0.2798      0.1138      0.0897       0.987       2.392       3.177                                                                          
        38.0        0.26      0.3260      0.1141      0.0901       0.990       2.401       3.185                                                                          
        43.4        0.29      0.3718      0.1144      0.0905       0.995       2.411       3.191                                                                          
        48.9        0.33      0.4173      0.1146      0.0908       0.999       2.421       3.197                                                                          
        54.3        0.37      0.4628      0.1147      0.0911       1.002       2.429       3.202                                                                          
        59.7        0.40      0.5076      0.1148      0.0914       1.005       2.437       3.203                                                                          
        65.2        0.44      0.5511      0.1144      0.0915       1.006       2.440       3.192                                                                          
        70.6        0.48      0.5932      0.1131      0.0911       1.002       2.429       3.157                                                                          
        76.0        0.51      0.6338      0.1108      0.0900       0.990       2.399       3.093                                                                          
        81.5        0.55      0.6731      0.1074      0.0880       0.967       2.344       2.997                                                                          
        86.9        0.59      0.7111      0.1027      0.0849       0.934       2.263       2.866                                                                          
        92.3        0.62      0.7443      0.0966      0.0811       0.892       2.163       2.697                                                                          
        97.8        0.66      0.7681      0.0897      0.0773       0.849       2.059       2.502                                                                          
       103.2        0.70      0.7870      0.0825      0.0732       0.805       1.951       2.301                                                                          
       108.6        0.74      0.8038      0.0751      0.0687       0.755       1.830       2.095                                                                          
       114.1        0.77      0.8181      0.0675      0.0637       0.700       1.697       1.883                                                                          
       119.5        0.81      0.8276      0.0597      0.0584       0.642       1.555       1.666                                                                          
       124.9        0.85      0.8324      0.0517      0.0526       0.578       1.401       1.444                                                                          
       130.3        0.88      0.8319      0.0436      0.0463       0.509       1.234       1.218                                                                          
       135.8        0.92      0.8222      0.0353      0.0395       0.434       1.052       0.986                                                                          
       141.2        0.96      0.7955      0.0268      0.0323       0.355       0.860       0.749                                                                          
       146.6        0.99      0.7318      0.0181      0.0246       0.270       0.656       0.506                                                                          
       152.1        1.03      0.5719      0.0092      0.0165       0.182       0.440       0.256                                                                          
       157.5        1.07      0.0006      0.0000      0.0081       0.089       0.216       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      27000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1085      0.1417       1.744       4.071       3.264                                                                          
         5.6        0.04      0.0384      0.1114      0.1067       1.313       3.066       3.354                                                                          
        11.3        0.07      0.0780      0.1116      0.1052       1.295       3.022       3.358                                                                          
        16.9        0.11      0.1190      0.1118      0.1036       1.275       2.977       3.364                                                                          
        22.6        0.15      0.1613      0.1120      0.1021       1.257       2.934       3.371                                                                          
        28.2        0.18      0.2047      0.1123      0.1008       1.242       2.898       3.380                                                                          
        33.8        0.22      0.2489      0.1126      0.0998       1.229       2.869       3.390                                                                          
        39.5        0.26      0.2938      0.1130      0.0990       1.219       2.846       3.402                                                                          
        45.1        0.29      0.3399      0.1135      0.0982       1.208       2.821       3.415                                                                          
        50.8        0.33      0.3869      0.1138      0.0974       1.199       2.798       3.426                                                                          
        56.4        0.37      0.4343      0.1142      0.0966       1.190       2.777       3.437                                                                          
        62.0        0.40      0.4820      0.1145      0.0960       1.182       2.759       3.445                                                                          
        67.7        0.44      0.5290      0.1144      0.0954       1.175       2.742       3.444                                                                          
        73.3        0.48      0.5750      0.1136      0.0944       1.163       2.714       3.419                                                                          
        78.9        0.51      0.6201      0.1116      0.0926       1.140       2.662       3.359                                                                          
        84.6        0.55      0.6640      0.1083      0.0899       1.107       2.585       3.260                                                                          
        90.2        0.59      0.7064      0.1037      0.0864       1.063       2.482       3.122                                                                          
        95.9        0.62      0.7427      0.0977      0.0822       1.013       2.364       2.942                                                                          
       101.5        0.66      0.7675      0.0907      0.0782       0.963       2.248       2.731                                                                          
       107.1        0.70      0.7870      0.0835      0.0741       0.912       2.129       2.512                                                                          
       112.8        0.74      0.8043      0.0760      0.0695       0.855       1.996       2.287                                                                          
       118.4        0.77      0.8191      0.0683      0.0644       0.793       1.851       2.057                                                                          
       124.1        0.81      0.8291      0.0605      0.0590       0.727       1.696       1.821                                                                          
       129.7        0.85      0.8346      0.0525      0.0532       0.655       1.529       1.580                                                                          
       135.3        0.88      0.8349      0.0443      0.0468       0.576       1.345       1.333                                                                          
       141.0        0.92      0.8264      0.0359      0.0400       0.492       1.149       1.082                                                                          
       146.6        0.96      0.8012      0.0274      0.0326       0.402       0.938       0.824                                                                          
       152.3        0.99      0.7390      0.0185      0.0248       0.306       0.714       0.556                                                                          
       157.9        1.03      0.5802      0.0094      0.0166       0.204       0.477       0.282                                                                          
       163.5        1.07      0.0009      0.0000      0.0080       0.099       0.231       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      28000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1065      0.1701       2.336       5.257       3.446                                                                          
         5.8        0.04      0.0314      0.1097      0.1286       1.766       3.976       3.552                                                                          
        11.7        0.07      0.0641      0.1099      0.1261       1.731       3.896       3.556                                                                          
        17.5        0.11      0.0988      0.1101      0.1228       1.687       3.796       3.563                                                                          
        23.4        0.15      0.1354      0.1104      0.1198       1.646       3.704       3.572                                                                          
        29.2        0.18      0.1741      0.1107      0.1169       1.605       3.612       3.584                                                                          
        35.1        0.22      0.2151      0.1112      0.1139       1.565       3.522       3.598                                                                          
        40.9        0.26      0.2586      0.1117      0.1111       1.526       3.434       3.615                                                                          
        46.8        0.29      0.3048      0.1123      0.1083       1.487       3.348       3.635                                                                          
        52.6        0.33      0.3535      0.1130      0.1057       1.452       3.268       3.657                                                                          
        58.5        0.37      0.4037      0.1136      0.1034       1.420       3.197       3.678                                                                          
        64.3        0.40      0.4547      0.1141      0.1014       1.393       3.135       3.693                                                                          
        70.2        0.44      0.5061      0.1145      0.0998       1.370       3.083       3.706                                                                          
        76.0        0.48      0.5568      0.1142      0.0980       1.346       3.029       3.697                                                                          
        81.8        0.51      0.6064      0.1125      0.0955       1.311       2.951       3.643                                                                          
        87.7        0.55      0.6553      0.1095      0.0921       1.265       2.847       3.544                                                                          
        93.5        0.59      0.7020      0.1051      0.0880       1.208       2.720       3.401                                                                          
        99.4        0.62      0.7410      0.0991      0.0836       1.148       2.583       3.208                                                                          
       105.2        0.66      0.7666      0.0921      0.0794       1.091       2.455       2.980                                                                          
       111.1        0.70      0.7867      0.0847      0.0752       1.032       2.323       2.741                                                                          
       116.9        0.73      0.8046      0.0771      0.0705       0.968       2.178       2.497                                                                          
       122.8        0.77      0.8199      0.0694      0.0653       0.897       2.019       2.247                                                                          
       128.6        0.81      0.8303      0.0615      0.0599       0.822       1.851       1.990                                                                          
       134.5        0.85      0.8365      0.0534      0.0539       0.740       1.666       1.727                                                                          
       140.3        0.88      0.8378      0.0451      0.0474       0.651       1.466       1.459                                                                          
       146.2        0.92      0.8303      0.0366      0.0405       0.556       1.250       1.184                                                                          
       152.0        0.96      0.8065      0.0279      0.0330       0.453       1.020       0.902                                                                          
       157.8        0.99      0.7463      0.0189      0.0251       0.345       0.776       0.611                                                                          
       163.7        1.03      0.5901      0.0096      0.0168       0.230       0.518       0.311                                                                          
       169.5        1.07      0.0010      0.0000      0.0080       0.110       0.247       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      29000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1039      0.2084       3.180       6.911       3.608                                                                          
         6.0        0.04      0.0247      0.1075      0.1596       2.435       5.292       3.733                                                                          
        12.1        0.07      0.0508      0.1076      0.1556       2.374       5.159       3.737                                                                          
        18.1        0.11      0.0785      0.1078      0.1513       2.308       5.017       3.744                                                                          
        24.2        0.15      0.1078      0.1081      0.1473       2.247       4.884       3.753                                                                          
        30.2        0.18      0.1398      0.1085      0.1425       2.174       4.725       3.767                                                                          
        36.3        0.22      0.1733      0.1089      0.1385       2.113       4.591       3.782                                                                          
        42.3        0.26      0.2113      0.1096      0.1333       2.034       4.419       3.804                                                                          
        48.4        0.29      0.2534      0.1103      0.1279       1.951       4.241       3.831                                                                          
        54.4        0.33      0.3021      0.1113      0.1217       1.857       4.036       3.864                                                                          
        60.5        0.37      0.3575      0.1124      0.1154       1.761       3.827       3.902                                                                          
        66.5        0.40      0.4144      0.1134      0.1105       1.685       3.663       3.936                                                                          
        72.6        0.44      0.4728      0.1142      0.1065       1.624       3.530       3.966                                                                          
        78.6        0.48      0.5327      0.1150      0.1030       1.572       3.415       3.992                                                                          
        84.7        0.51      0.5888      0.1140      0.0995       1.518       3.299       3.957                                                                          
        90.7        0.55      0.6422      0.1111      0.0953       1.454       3.159       3.858                                                                          
        96.8        0.59      0.6930      0.1068      0.0905       1.381       3.001       3.707                                                                          
       102.8        0.62      0.7347      0.1009      0.0857       1.308       2.843       3.504                                                                          
       108.9        0.66      0.7620      0.0937      0.0813       1.240       2.696       3.255                                                                          
       114.9        0.70      0.7840      0.0862      0.0767       1.171       2.544       2.994                                                                          
       121.0        0.73      0.8036      0.0785      0.0718       1.095       2.380       2.727                                                                          
       127.0        0.77      0.8203      0.0707      0.0664       1.014       2.203       2.454                                                                          
       133.1        0.81      0.8313      0.0627      0.0609       0.929       2.019       2.176                                                                          
       139.1        0.84      0.8383      0.0545      0.0549       0.837       1.820       1.892                                                                          
       145.2        0.88      0.8406      0.0461      0.0484       0.738       1.603       1.602                                                                          
       151.2        0.92      0.8346      0.0375      0.0413       0.629       1.368       1.302                                                                          
       157.3        0.95      0.8129      0.0287      0.0337       0.514       1.117       0.996                                                                          
       163.3        0.99      0.7554      0.0195      0.0256       0.391       0.849       0.677                                                                          
       169.4        1.03      0.6030      0.0100      0.0170       0.260       0.565       0.347                                                                          
       175.4        1.06      0.0027      0.0000      0.0080       0.122       0.264       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      30000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1027      0.2205       3.725       7.825       3.818                                                                          
         6.3        0.04      0.0220      0.1061      0.1765       2.981       6.263       3.941                                                                          
        12.5        0.07      0.0456      0.1062      0.1708       2.884       6.060       3.947                                                                          
        18.8        0.11      0.0706      0.1064      0.1658       2.800       5.883       3.954                                                                          
        25.0        0.15      0.0964      0.1066      0.1623       2.741       5.758       3.961                                                                          
        31.3        0.18      0.1240      0.1069      0.1581       2.670       5.610       3.972                                                                          
        37.5        0.22      0.1558      0.1075      0.1518       2.563       5.385       3.993                                                                          
        43.8        0.26      0.1875      0.1080      0.1479       2.497       5.246       4.012                                                                          
        50.0        0.29      0.2222      0.1086      0.1435       2.423       5.090       4.037                                                                          
        56.3        0.33      0.2612      0.1095      0.1384       2.337       4.909       4.069                                                                          
        62.5        0.37      0.3036      0.1105      0.1335       2.254       4.735       4.105                                                                          
        68.8        0.40      0.3504      0.1116      0.1285       2.171       4.561       4.148                                                                          
        75.0        0.44      0.4087      0.1131      0.1218       2.057       4.322       4.203                                                                          
        81.3        0.48      0.4767      0.1147      0.1148       1.938       4.072       4.263                                                                          
        87.5        0.51      0.5507      0.1162      0.1084       1.830       3.845       4.319                                                                          
        93.8        0.55      0.6106      0.1140      0.1027       1.735       3.644       4.236                                                                          
       100.0        0.59      0.6654      0.1096      0.0966       1.632       3.428       4.071                                                                          
       106.3        0.62      0.7088      0.1037      0.0912       1.541       3.236       3.853                                                                          
       112.5        0.66      0.7408      0.0964      0.0859       1.451       3.048       3.582                                                                          
       118.8        0.70      0.7695      0.0885      0.0801       1.354       2.844       3.289                                                                          
       125.0        0.73      0.7972      0.0805      0.0741       1.251       2.628       2.991                                                                          
       131.3        0.77      0.8198      0.0724      0.0680       1.148       2.413       2.690                                                                          
       137.5        0.81      0.8317      0.0642      0.0623       1.052       2.211       2.387                                                                          
       143.8        0.84      0.8396      0.0559      0.0562       0.949       1.994       2.078                                                                          
       150.0        0.88      0.8430      0.0474      0.0495       0.836       1.756       1.761                                                                          
       156.3        0.92      0.8386      0.0386      0.0422       0.713       1.499       1.436                                                                          
       162.5        0.95      0.8193      0.0296      0.0345       0.582       1.223       1.101                                                                          
       168.8        0.99      0.7649      0.0202      0.0262       0.442       0.929       0.752                                                                          
       175.0        1.03      0.6123      0.0103      0.0172       0.291       0.611       0.381                                                                          
       181.3        1.06      0.0007      0.0000      0.0079       0.133       0.279       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
